WOA,Test
Total Runs,Success Rate,Average Tries,Search Agents,Iterations,Average Time to Find Solution,Average Time Elapsed Per WOA (~Avg Total/Tries)
200,0.0,1.0,10,20,0.2293853759765625,0.2293853759765625
200,0.0,1.0,20,10,0.22590255737304688,0.22590255737304688
400,0.0,1.0,20,20,0.25232529640197754,0.25232529640197754
